flesch_reading_ease,flesch_kincaid_grade_level,smog_index,gunning_fog_index,average_word_length,long_word_ratio,lexical_diversity,medical_density,medical_mention_count,medical_unique_count,condition_ratio,symptom_ratio,therapy_ratio,diagnostic_ratio,medication_ratio,anatomy_ratio,location_ratio,measurement_ratio,context_ratio,activity_ratio,other_ratio,rare_term_ratio_unique,rare_term_ratio_mentions,term_clustering_concentrated,term_clustering_gini,term_clustering_max_share,passive_voice_ratio,average_sentence_length,sentence_length_std,syntax_tree_depth,subordinate_clause_density,average_dependency_distance,pronoun_frequency,video_id,text_length,word_count
-368.3,173.44,38.34,178.58,1.543,0.087,0.4,0.164,72.0,37.0,0.083,0.0,0.264,0.069,0.0,0.0,0.014,0.028,0.528,0.014,0.0,0.703,0.361,False,-0.161,0.222,4.0,447.0,0.0,13.0,0.967,10.27,0.13,_hg0OdMXyvU,2505.0,439.0
61.58,10.35,12.75,12.05,1.442,0.091,0.283,0.0043,4.0,4.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.0,1.0,False,-0.279,0.25,0.238,22.86,15.55,6.6,0.039,3.29,0.161,vAzY6Z3N_g8,5130.0,940.0
52.3,9.52,15.82,11.92,1.655,0.172,0.402,0.0045,4.0,3.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.5,0.0,0.0,0.667,0.5,False,-0.527,0.214,0.15,14.7,6.93,5.72,0.033,2.86,0.071,4DhN2CpNWzY,5322.0,877.0
-149.26,90.72,29.92,94.18,1.474,0.096,0.548,0.1126,26.0,20.0,0.154,0.0,0.115,0.192,0.0,0.0,0.0,0.0,0.538,0.0,0.0,0.85,0.654,False,-0.078,0.395,0.667,39.83,55.68,6.83,0.204,4.11,0.142,CyS8ECTMQN4,1275.0,230.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,p2yOZveRKhA,63.0,10.0
56.32,9.89,18.21,11.92,1.562,0.129,0.302,0.0024,4.0,4.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,1.0,False,-0.74,0.25,0.222,18.7,10.02,6.6,0.021,3.1,0.119,krxCR7wt50Y,10058.0,1649.0
-2065.27,826.0,96.83,849.38,1.518,0.127,0.291,0.0378,81.0,51.0,0.025,0.025,0.099,0.16,0.346,0.025,0.037,0.099,0.185,0.0,0.0,0.725,0.457,False,-0.328,0.092,1.2,215.7,190.44,12.4,0.229,7.38,0.147,brt92Qj1EFc,12130.0,2130.0
-1312.56,534.69,85.32,549.91,1.619,0.152,0.333,0.0615,86.0,61.0,0.116,0.209,0.186,0.047,0.012,0.047,0.07,0.163,0.151,0.0,0.0,0.836,0.593,False,-0.186,0.094,3.2,281.2,329.46,9.6,0.315,9.1,0.11,d4AwqixONAQ,8509.0,1388.0
-182.59,100.09,39.26,104.63,1.64,0.162,0.53,0.236,59.0,50.0,0.068,0.169,0.305,0.051,0.017,0.0,0.0,0.017,0.305,0.0,0.068,0.88,0.746,False,-0.161,0.316,1.0,252.0,0.0,13.0,0.947,5.69,0.091,oFYX05sfmGk,1570.0,248.0
-71.87,62.54,23.73,66.49,1.399,0.082,0.576,0.2,32.0,26.0,0.0,0.031,0.031,0.094,0.594,0.0,0.0,0.188,0.062,0.0,0.0,0.962,0.781,False,-0.173,0.44,1.0,84.0,53.74,11.5,0.591,3.23,0.155,RiP3m1Cyb1s,881.0,159.0
-581.16,259.28,41.02,267.83,1.348,0.066,0.38,0.0676,45.0,37.0,0.244,0.022,0.089,0.022,0.0,0.022,0.067,0.044,0.378,0.111,0.0,0.892,0.733,False,-0.308,0.186,0.571,51.71,69.57,7.86,0.122,4.61,0.204,No2aS0LElMI,3589.0,665.0
-315.77,152.2,47.75,157.41,1.594,0.16,0.385,0.199,76.0,53.0,0.039,0.013,0.263,0.039,0.0,0.447,0.039,0.013,0.145,0.0,0.0,0.792,0.553,False,-0.072,0.243,21.0,386.0,0.0,13.0,0.8,7.76,0.008,Jxb8RVrgjQo,2173.0,382.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,oucaQ0NW6SI,930.0,127.0
-214.52,118.95,28.68,124.49,1.321,0.066,0.492,0.1498,46.0,37.0,0.348,0.043,0.0,0.283,0.0,0.043,0.0,0.065,0.174,0.0,0.043,0.838,0.674,False,-0.125,0.309,0.25,38.88,28.61,7.5,0.165,3.41,0.183,ACP-hdH06qo,1576.0,307.0
53.12,10.71,12.75,12.94,1.582,0.145,0.438,0.0225,8.0,6.0,0.25,0.0,0.0,0.0,0.0,0.375,0.0,0.25,0.125,0.0,0.0,0.833,0.625,False,-0.2,0.25,0.105,18.95,11.7,6.63,0.07,3.44,0.103,Ewq5GelNV1E,2073.0,356.0
-260.12,130.78,35.45,134.35,1.596,0.098,0.434,0.148,49.0,26.0,0.061,0.0,0.224,0.204,0.0,0.02,0.041,0.0,0.449,0.0,0.0,0.731,0.388,False,-0.18,0.282,0.667,112.0,99.98,12.33,0.356,3.75,0.086,SvPxHFliDWU,1978.0,329.0
59.96,9.08,14.27,10.91,1.534,0.138,0.358,0.0071,6.0,6.0,0.167,0.167,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,-0.306,0.167,0.245,17.27,6.82,6.57,0.043,2.9,0.078,qB2xDwqlXcg,4926.0,839.0
-82.78,64.31,26.68,67.88,1.516,0.107,0.591,0.1938,31.0,22.0,0.161,0.129,0.226,0.161,0.0,0.097,0.0,0.129,0.097,0.0,0.0,0.864,0.613,False,-0.29,0.478,0.0,54.33,79.65,8.0,0.762,3.72,0.141,jI16XVwxsX0,889.0,160.0
-294.26,147.46,33.89,152.45,1.424,0.077,0.504,0.1436,55.0,43.0,0.145,0.036,0.145,0.4,0.036,0.0,0.109,0.036,0.036,0.055,0.0,0.814,0.636,False,-0.152,0.283,1.5,195.5,127.99,15.0,0.76,4.95,0.102,Tp8ulbGjexM,2106.0,381.0
44.3,10.83,12.16,12.19,1.74,0.165,0.452,0.0046,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,-0.429,0.25,0.214,15.36,9.46,6.0,0.067,2.88,0.102,ezBg1vX0Ozg,2795.0,427.0
58.02,10.2,12.16,11.66,1.516,0.123,0.42,0.0864,35.0,17.0,0.029,0.057,0.114,0.0,0.029,0.343,0.114,0.086,0.229,0.0,0.0,0.706,0.343,False,-0.172,0.23,0.55,20.6,12.11,5.35,0.085,3.27,0.083,t-SIRbrtODc,2270.0,405.0
51.65,10.43,14.41,11.64,1.623,0.138,0.388,0.0047,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.0,0.0,0.667,0.5,False,-0.106,0.108,0.083,18.02,8.34,6.54,0.042,2.94,0.062,8JCO70bph6s,5045.0,854.0
-227.8,122.54,35.95,128.39,1.394,0.106,0.513,0.1635,52.0,41.0,0.115,0.154,0.077,0.077,0.0,0.019,0.058,0.192,0.25,0.019,0.038,0.805,0.635,False,-0.281,0.299,0.143,46.29,64.55,6.43,0.281,3.97,0.173,EQi6UZiM1gs,1636.0,317.0
58.78,8.87,13.02,10.78,1.566,0.143,0.397,0.0079,5.0,4.0,0.0,0.2,0.0,0.2,0.0,0.4,0.0,0.2,0.0,0.0,0.0,0.75,0.6,False,-0.444,0.231,0.095,15.31,7.25,6.21,0.045,2.93,0.159,SW4AAakdQaw,3763.0,632.0
59.63,11.21,12.04,13.26,1.437,0.093,0.335,0.0339,27.0,19.0,0.074,0.222,0.0,0.444,0.0,0.037,0.0,0.111,0.111,0.0,0.0,0.947,0.667,False,-0.225,0.117,0.677,26.03,17.66,6.58,0.059,3.67,0.084,udOlD9ztx-o,4468.0,796.0
-173.19,98.53,35.95,101.65,1.541,0.134,0.398,0.2439,60.0,40.0,0.0,0.0,0.133,0.067,0.0,0.533,0.017,0.033,0.217,0.0,0.0,0.725,0.483,False,-0.22,0.33,8.5,124.0,25.46,10.5,0.538,4.02,0.036,iEOa6VM8zHg,1328.0,246.0
-290.4,143.2,40.59,148.0,1.558,0.119,0.492,0.1776,65.0,46.0,0.138,0.385,0.077,0.0,0.0,0.169,0.015,0.031,0.185,0.0,0.0,0.783,0.554,False,-0.084,0.25,3.0,369.0,0.0,23.0,0.977,5.83,0.103,oaLDD3Ggus4,2116.0,363.0
-389.35,176.87,56.11,182.64,1.768,0.195,0.452,0.1868,85.0,67.0,0.106,0.0,0.2,0.259,0.0,0.071,0.0,0.212,0.071,0.0,0.082,0.851,0.671,False,-0.226,0.285,17.0,456.0,0.0,22.0,0.966,12.38,0.068,ZXy747Diy88,2861.0,453.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,PzI1haY_Q3M,63.0,10.0
52.32,11.03,12.69,13.06,1.582,0.137,0.425,0.0285,18.0,9.0,0.0,0.0,0.167,0.0,0.0,0.556,0.056,0.222,0.0,0.0,0.0,0.889,0.444,False,-0.241,0.157,0.267,21.47,9.3,7.07,0.059,3.05,0.116,WDqN_sMBccE,3789.0,624.0
-633.47,273.03,65.05,282.03,1.654,0.17,0.375,0.0618,88.0,68.0,0.045,0.182,0.205,0.193,0.068,0.148,0.034,0.011,0.102,0.0,0.011,0.912,0.705,False,-0.276,0.109,6.5,356.0,213.28,14.75,0.448,8.82,0.081,5kEquK1PFKc,8426.0,1412.0
-1903.55,761.46,103.87,782.53,1.634,0.16,0.305,0.0429,85.0,71.0,0.153,0.271,0.047,0.118,0.0,0.306,0.0,0.0,0.082,0.0,0.024,0.845,0.706,False,-0.184,0.083,4.3,199.4,243.89,12.6,0.127,6.83,0.07,m0y4hLA8Zec,11426.0,1972.0
32.08,14.7,14.35,15.04,1.78,0.162,0.46,0.0119,6.0,4.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.75,0.5,False,-0.048,0.167,0.143,24.19,15.5,7.38,0.066,3.39,0.026,n7A2uQhrOB8,3152.0,504.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,k0QBfCfrkb0,63.0,10.0
-1271.59,518.55,87.09,533.06,1.639,0.164,0.395,0.1065,145.0,109.0,0.076,0.048,0.103,0.255,0.214,0.0,0.028,0.034,0.221,0.007,0.014,0.835,0.628,False,-0.251,0.11,13.0,1355.0,0.0,17.0,0.971,16.85,0.037,braFMh1nvuk,8312.0,1344.0
-746.47,320.34,55.17,330.42,1.466,0.102,0.361,0.0789,66.0,51.0,0.091,0.106,0.106,0.136,0.0,0.121,0.0,0.091,0.333,0.0,0.015,0.902,0.697,False,-0.166,0.126,2.0,424.0,144.25,23.0,0.641,9.05,0.114,znkUgQVIBH4,4415.0,831.0
-243.68,122.27,46.64,127.42,1.702,0.192,0.566,0.2875,94.0,82.0,0.106,0.0,0.202,0.064,0.032,0.053,0.021,0.138,0.362,0.0,0.021,0.89,0.777,False,-0.23,0.281,8.0,330.0,0.0,16.0,0.917,6.4,0.015,k5XsfMv5Pz0,2095.0,323.0
-643.32,283.35,45.11,293.04,1.339,0.074,0.379,0.1008,75.0,66.0,0.08,0.147,0.16,0.147,0.013,0.0,0.027,0.173,0.24,0.013,0.0,0.894,0.787,False,-0.25,0.198,0.261,33.7,37.72,6.26,0.073,3.45,0.174,y3WyR0Bed68,3784.0,740.0
-14.8,33.96,25.98,36.93,1.72,0.213,0.693,0.2267,17.0,16.0,0.059,0.0,0.118,0.059,0.0,0.0,0.118,0.0,0.647,0.0,0.0,0.938,0.882,True,-0.367,0.6,0.0,25.67,32.13,7.0,0.308,4.08,0.13,6AhH-TiwtJw,464.0,75.0
29.41,14.22,15.08,16.49,1.853,0.215,0.595,0.117,20.0,19.0,0.15,0.05,0.3,0.3,0.0,0.0,0.05,0.05,0.1,0.0,0.0,0.947,0.9,False,-0.194,0.458,0.2,17.4,13.99,6.7,0.115,2.87,0.052,9LCl9pjTVRY,1148.0,170.0
-319.97,155.77,43.93,162.17,1.5,0.129,0.431,0.1782,72.0,48.0,0.306,0.014,0.139,0.181,0.0,0.0,0.028,0.042,0.292,0.0,0.0,0.833,0.556,False,-0.198,0.223,0.0,207.5,170.41,15.5,0.588,7.48,0.113,HySh85IZS5E,2251.0,402.0
-1109.17,458.38,76.29,472.73,1.53,0.14,0.262,0.0693,86.0,69.0,0.047,0.012,0.035,0.279,0.035,0.0,0.0,0.14,0.453,0.0,0.0,0.855,0.686,False,-0.242,0.106,0.583,104.0,91.06,11.92,0.175,4.03,0.083,g8phP14ysTY,6987.0,1217.0
-3453.4,1363.69,90.52,1401.18,1.309,0.067,0.212,0.025,88.0,55.0,0.091,0.034,0.034,0.148,0.011,0.0,0.023,0.114,0.5,0.034,0.011,0.855,0.534,False,-0.297,0.047,0.194,25.36,33.13,5.26,0.013,3.5,0.187,Jh8nd9AmR6E,17362.0,3513.0
-7.5,30.2,22.92,31.85,1.766,0.188,0.781,0.375,24.0,22.0,0.167,0.0,0.042,0.042,0.0,0.0,0.083,0.0,0.458,0.167,0.042,0.909,0.833,True,-0.444,0.667,0.0,67.0,0.0,9.0,0.75,3.24,0.06,jVcX_UfKD-E,421.0,64.0
39.39,12.7,13.93,14.27,1.741,0.18,0.647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,21.14,14.75,6.71,0.0,3.18,0.047,zvpOkNknHVE,937.0,144.0
51.05,16.82,11.21,18.13,1.326,0.047,0.767,0.2558,11.0,10.0,0.273,0.0,0.091,0.182,0.091,0.0,0.0,0.0,0.364,0.0,0.0,0.9,0.818,False,-0.19,0.429,0.0,45.0,0.0,9.0,0.667,3.15,0.067,pSADIwaD4aQ,225.0,43.0
-168.04,97.81,34.94,102.63,1.48,0.126,0.553,0.125,31.0,29.0,0.194,0.097,0.129,0.032,0.0,0.0,0.097,0.065,0.387,0.0,0.0,0.931,0.871,False,-0.294,0.441,1.333,86.67,33.61,10.33,0.489,3.78,0.146,5tqFHJOQAdA,1346.0,247.0
77.59,6.86,9.44,9.62,1.314,0.069,0.439,0.0309,15.0,13.0,0.067,0.133,0.067,0.0,0.0,0.2,0.0,0.067,0.4,0.067,0.0,0.846,0.733,False,-0.295,0.233,0.143,17.75,10.0,5.96,0.082,3.36,0.183,UomslHm3KWY,2440.0,485.0
-2810.39,1116.0,85.52,1146.9,1.339,0.073,0.205,0.0259,75.0,50.0,0.04,0.093,0.12,0.16,0.0,0.0,0.013,0.04,0.52,0.013,0.0,0.76,0.507,False,-0.392,0.068,0.168,31.52,35.23,6.39,0.022,3.35,0.169,WA2U293-GRg,14342.0,2891.0
-2695.75,1069.71,96.3,1098.83,1.448,0.097,0.263,0.0205,57.0,50.0,0.193,0.158,0.053,0.211,0.0,0.0,0.14,0.105,0.14,0.0,0.0,0.86,0.754,False,-0.476,0.143,0.4,63.67,60.03,9.56,0.038,4.29,0.143,F82fV_Hif-0,14982.0,2767.0
-19.07,37.53,24.88,40.78,1.626,0.167,0.638,0.2486,45.0,39.0,0.067,0.022,0.2,0.2,0.0,0.022,0.133,0.044,0.289,0.022,0.0,0.897,0.778,True,-0.298,0.536,0.333,61.33,94.3,7.0,0.625,5.12,0.076,t47lVNDuwpE,1063.0,181.0
-14913.97,5764.97,213.88,5914.78,1.42,0.092,0.108,0.0027,40.0,36.0,0.2,0.0,0.3,0.075,0.025,0.0,0.1,0.1,0.2,0.0,0.0,0.889,0.8,False,-0.382,0.018,1.122,90.22,107.06,9.91,0.011,4.82,0.163,nt23y9IhnAE,79969.0,14909.0
51.97,10.46,32.7,12.2,1.616,0.149,0.203,0.0007,4.0,3.0,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.667,0.5,False,-0.746,0.065,0.361,18.35,9.17,6.45,0.006,2.99,0.09,XbqBwaPeQLE,32803.0,5446.0
-903.19,379.47,61.11,390.65,1.519,0.107,0.291,0.0823,81.0,52.0,0.062,0.012,0.235,0.136,0.012,0.0,0.012,0.111,0.407,0.012,0.0,0.75,0.481,False,-0.216,0.112,0.5,168.0,159.78,12.67,0.339,5.1,0.107,Ji7TURuEBaE,5371.0,977.0
55.55,9.17,11.21,10.55,1.612,0.136,0.806,0.0926,10.0,9.0,0.0,0.0,0.2,0.3,0.0,0.0,0.1,0.1,0.3,0.0,0.0,0.889,0.8,True,-0.136,0.636,0.0,14.25,11.18,5.12,0.15,3.1,0.096,xzM05BcEHPM,678.0,111.0
-390.7,185.76,36.44,192.61,1.364,0.072,0.463,0.1294,63.0,51.0,0.048,0.079,0.063,0.302,0.0,0.063,0.032,0.127,0.286,0.0,0.0,0.843,0.683,False,-0.243,0.208,0.067,33.33,45.79,5.73,0.122,3.9,0.17,A_H2aJwNq4c,2463.0,484.0
-101.28,70.36,29.31,73.13,1.566,0.121,0.601,0.2278,41.0,34.0,0.024,0.0,0.415,0.122,0.0,0.073,0.0,0.195,0.171,0.0,0.0,0.882,0.732,False,-0.185,0.444,2.0,184.0,0.0,14.0,0.933,4.73,0.082,W8bezLf7V3w,1087.0,179.0
-244.98,130.16,31.12,135.72,1.345,0.072,0.483,0.2242,76.0,64.0,0.053,0.118,0.197,0.105,0.0,0.039,0.118,0.118,0.184,0.066,0.0,0.875,0.737,False,-0.135,0.262,0.3,35.0,21.22,7.4,0.124,2.8,0.171,V_I6Q56vtjE,1718.0,338.0
-424.11,199.11,35.95,206.04,1.339,0.065,0.453,0.126,65.0,57.0,0.062,0.246,0.138,0.046,0.031,0.123,0.062,0.154,0.108,0.031,0.0,0.877,0.769,False,-0.157,0.19,0.333,44.5,46.52,6.83,0.126,3.94,0.159,kQ9xD7ZARJk,2689.0,516.0
57.71,11.79,13.14,14.91,1.445,0.116,0.477,0.0297,11.0,9.0,0.273,0.182,0.091,0.0,0.0,0.091,0.182,0.0,0.091,0.091,0.0,0.778,0.636,False,-0.377,0.421,0.0,25.53,14.72,7.53,0.165,3.3,0.141,hPaxCgWMlkU,2054.0,370.0
-180.54,101.05,35.45,105.09,1.556,0.127,0.54,0.1786,45.0,32.0,0.4,0.133,0.111,0.022,0.022,0.067,0.0,0.022,0.178,0.044,0.0,0.844,0.6,False,-0.154,0.337,2.0,130.0,38.18,14.5,0.571,5.05,0.146,gb0gwJV1kY8,1489.0,252.0
-138.74,83.29,37.88,88.07,1.637,0.181,0.603,0.1127,23.0,12.0,0.217,0.043,0.087,0.0,0.0,0.304,0.087,0.0,0.261,0.0,0.0,0.667,0.348,False,-0.109,0.395,1.0,206.0,0.0,18.0,0.917,4.56,0.058,QHlhAhx4Ur4,1244.0,204.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,CUUq7fLMruM,930.0,127.0
72.94,6.66,26.91,9.36,1.41,0.1,0.177,0.0023,12.0,11.0,0.333,0.0,0.0,0.25,0.0,0.333,0.0,0.0,0.083,0.0,0.0,0.909,0.833,False,-0.543,0.079,0.082,14.89,9.84,5.59,0.006,3.08,0.148,PrE6DnQkjdk,28653.0,5251.0
-35.92,50.81,19.29,54.84,1.298,0.061,0.611,0.1756,23.0,20.0,0.261,0.13,0.087,0.13,0.0,0.0,0.0,0.13,0.261,0.0,0.0,0.85,0.739,True,-0.154,0.654,0.2,27.6,32.07,6.6,0.292,2.93,0.152,Ckfj5KiviHk,653.0,131.0
-553.87,248.26,41.87,256.58,1.373,0.072,0.409,0.109,70.0,58.0,0.086,0.086,0.057,0.157,0.043,0.029,0.029,0.086,0.414,0.0,0.014,0.897,0.743,False,-0.207,0.162,0.417,55.5,70.7,8.67,0.178,4.95,0.174,c2t6VMGUfWU,3347.0,641.0
-390.66,181.53,43.52,187.04,1.568,0.109,0.41,0.1975,93.0,62.0,0.075,0.194,0.054,0.269,0.151,0.022,0.0,0.022,0.215,0.0,0.0,0.774,0.516,False,-0.072,0.199,2.5,238.5,68.59,14.5,0.578,4.36,0.09,fm2fxqrxz18,2755.0,467.0
-71.8,57.81,30.53,61.93,1.626,0.165,0.64,0.1793,26.0,22.0,0.154,0.038,0.231,0.0,0.385,0.038,0.0,0.0,0.154,0.0,0.0,0.864,0.731,True,-0.031,0.531,4.0,147.0,0.0,10.0,0.857,4.93,0.129,7HChH-3NHQw,869.0,142.0
-74.85,57.98,32.26,62.16,1.674,0.188,0.63,0.2357,33.0,27.0,0.152,0.03,0.212,0.0,0.333,0.03,0.0,0.0,0.242,0.0,0.0,0.852,0.697,True,-0.317,0.5,4.0,142.0,0.0,11.0,0.857,3.82,0.141,7c0C1RmdsvU,868.0,139.0
-8946.43,3468.14,223.5,3559.36,1.608,0.167,0.181,0.0051,46.0,38.0,0.022,0.0,0.065,0.022,0.0,0.0,0.022,0.217,0.652,0.0,0.0,0.895,0.739,False,-0.458,0.054,2.34,182.22,231.95,12.18,0.036,5.29,0.094,Xk9_bv8Dgfk,52500.0,8983.0
-293.15,147.56,35.95,153.17,1.399,0.088,0.5,0.179,70.0,64.0,0.143,0.157,0.086,0.157,0.014,0.029,0.043,0.043,0.257,0.071,0.0,0.953,0.871,False,-0.249,0.237,1.0,80.6,76.52,10.6,0.341,4.45,0.161,wIriYWb0TCo,2058.0,385.0
-2788.12,1105.69,98.21,1136.29,1.424,0.098,0.224,0.0149,43.0,39.0,0.14,0.14,0.116,0.047,0.0,0.0,0.023,0.07,0.442,0.0,0.023,0.923,0.837,False,-0.362,0.08,0.929,105.75,99.48,9.86,0.065,4.45,0.166,Mx6V-iaAB38,15507.0,2866.0
70.1,6.79,10.04,8.68,1.457,0.11,0.566,0.0423,15.0,15.0,0.133,0.133,0.067,0.267,0.0,0.2,0.0,0.067,0.067,0.0,0.067,1.0,1.0,False,-0.37,0.389,0.154,13.96,6.72,5.69,0.07,3.26,0.129,7WYkUta7YNw,1969.0,350.0
75.39,6.13,8.61,7.45,1.39,0.067,0.472,0.0173,6.0,6.0,0.167,0.333,0.167,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,1.0,1.0,False,-0.35,0.375,0.12,14.28,9.06,5.24,0.079,2.93,0.174,vRcaFfLIumE,1839.0,345.0
-870.07,370.62,49.89,382.36,1.332,0.071,0.368,0.0804,78.0,69.0,0.154,0.179,0.064,0.154,0.013,0.026,0.128,0.077,0.192,0.013,0.0,0.913,0.808,False,-0.323,0.151,0.097,32.84,45.23,6.35,0.06,3.74,0.184,ju0OfsPBjtg,4899.0,965.0
-240.18,127.0,34.94,132.3,1.409,0.096,0.52,0.1402,46.0,39.0,0.087,0.152,0.13,0.109,0.022,0.0,0.217,0.087,0.174,0.022,0.0,0.897,0.761,False,-0.186,0.26,1.0,168.5,235.47,10.0,0.9,7.41,0.119,zRIEIE-sSn0,1787.0,326.0
81.32,4.99,11.28,6.98,1.335,0.066,0.345,0.0043,4.0,4.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,1.0,1.0,False,-0.667,0.2,0.065,12.55,7.71,4.91,0.028,3.1,0.17,1V55BPw5Bp8,5045.0,931.0
-151.32,84.8,40.59,88.69,1.798,0.212,0.68,0.1643,34.0,31.0,0.176,0.0,0.059,0.059,0.029,0.0,0.176,0.147,0.265,0.088,0.0,0.903,0.824,False,-0.175,0.452,0.25,52.25,56.44,7.75,0.3,3.79,0.077,FRHJ_0YX1M8,1297.0,207.0
4.02,32.08,18.24,34.28,1.462,0.09,0.718,0.2564,20.0,12.0,0.0,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.8,0.0,0.0,0.917,0.55,True,-0.323,0.516,0.0,79.0,0.0,16.0,0.833,3.05,0.101,xjrbiIjrP18,412.0,78.0
-304.06,152.8,33.89,158.96,1.348,0.074,0.483,0.1751,69.0,58.0,0.174,0.203,0.029,0.13,0.0,0.072,0.043,0.174,0.116,0.029,0.029,0.845,0.71,False,-0.14,0.262,0.4,79.4,48.8,10.0,0.32,4.01,0.144,2y7_hW0r-KA,1999.0,394.0
81.13,6.1,9.3,8.65,1.285,0.054,0.391,0.0301,20.0,19.0,0.2,0.05,0.2,0.05,0.05,0.0,0.15,0.2,0.1,0.0,0.0,0.947,0.9,False,-0.709,0.478,0.175,17.32,11.82,5.62,0.059,3.07,0.189,8r0zH7wXpAE,3401.0,662.0
19.54,32.64,11.21,36.05,1.146,0.022,0.652,0.25,22.0,20.0,0.045,0.045,0.0,0.091,0.0,0.0,0.0,0.0,0.364,0.273,0.182,0.95,0.864,True,-0.093,0.593,0.0,16.67,13.5,5.0,0.205,2.74,0.21,NehoHiO3zf0,421.0,88.0
-779.99,331.97,64.12,342.97,1.527,0.135,0.364,0.0865,74.0,61.0,0.027,0.108,0.095,0.108,0.014,0.0,0.027,0.216,0.378,0.027,0.0,0.869,0.716,False,-0.181,0.139,1.667,292.67,267.73,14.33,0.667,6.6,0.107,Qu0HUsfzsmc,4782.0,851.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,I12PMiX5h3E,63.0,10.0
50.92,9.98,11.46,10.7,1.659,0.138,0.691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.125,16.5,5.37,6.38,0.27,2.79,0.091,ym2-QTHdBuk,930.0,127.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,0c6RzAgaWSs,63.0,10.0
-2.67,36.24,19.29,39.48,1.385,0.088,0.648,0.1522,14.0,9.0,0.286,0.0,0.143,0.0,0.0,0.286,0.0,0.214,0.071,0.0,0.0,0.778,0.5,True,-0.045,0.545,1.0,92.0,0.0,12.0,0.889,3.7,0.185,9AMz_ZS9X2A,489.0,92.0
61.33,7.19,11.21,8.0,1.6,0.2,1.0,0.1,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,False,0.0,0.0,1.0,10.0,0.0,5.0,0.0,1.8,0.0,wApvCj3HDAU,63.0,10.0
-18.79,42.46,20.27,45.79,1.383,0.084,0.589,0.1776,19.0,17.0,0.0,0.105,0.0,0.0,0.0,0.421,0.0,0.053,0.421,0.0,0.0,0.941,0.842,True,-0.088,0.588,0.0,55.0,43.84,9.0,0.455,5.33,0.127,BdXFpm5GEVs,527.0,107.0
