"video_id","description","has_title","has_description","video_duration","description_length","description_unique_words","view_count","like_count","comment_count","subscriber_count","channel_upload_count","sentiment","sentence_count"
"86oF359FHUY","Patients with interstitial lung disease know their condition by many names: complex lung disease or fibrotic lung disease, to name a couple. These are very progressive diseases that are challenging to diagnose. Dr. Erin Camac talks about the importance of an accurate diagnosis, as well as the various treatment options offered at the Temple Lung Center.  About treatment options: https://bit.ly/2MsbXgB  Schedule an appointment with the Temple Lung Center by calling 800-TEMPLE-MED (800-836-7536).  Follow us on Social Media:  Like Temple Health on Facebook: https://www.facebook.com/TempleHealth/  Follow Temple Health on Instagram: https://www.instagram.com/templehealth/  Follow Temple Health on Twitter (X): https://twitter.com/TempleHealth  Subscribe to us on YouTube: https://www.youtube.com/@templehealth?sub_confirmation=1  #TempleHealth #TempleLungCenter #InterstitialLungDisease",True,True,181.0,105,74,17280,127,33,3900,286,"Neutral",5
"88h6CvWDFl4","How organ donation saved this 9-year-old's life when she needed a new heart.  Learn more about the Congenital Heart Center at University of Michigan C.S. Mott Children's Hospital at http://www.mottchildren.org/congenital  View U-M Health Transplant Center’s Heart Transplantation playlist at https://www.youtube.com/playlist?list=PLNxqP-XbH8BIcRc6kB0QYwRkgSb5MNIog",True,True,207.0,40,37,3240,19,1,216000,5950,"Neutral",2
"8AdKbX3LLiM","The annual Stanford Health Care Heart Transplant Symposium brings together heart transplant recipients and caregivers for an evening of education and celebration. In 2021, the event went virtual for the second year in a row amid the COVID-19 pandemic.  The Stanford Health Care heart transplant program performed a record number of procedures in 2020, making it the fourth-largest heart transplant program in the United States. Patient outcomes remained excellent.  EVENT PROGRAM - [0:26] Current State of our Transplant Program: Busy! | Dr. Jeffrey Teuteberg - [7:00] Welcome from the Patient and Family Advisory Council | Michael Vollstedt - [12:42] Greetings! | Dr. Eldrin Lewis - [18:23] COVID-19 Treatments, Vaccines, Boosters, and Impacts on Heart Transplant Recipients | Dr. Aruna Subramanian - [40:03] But I’m a Cyclist: My Patient Journey | Tom Pugh  Learn More:  Jeffrey Teuteberg, MD Cardiologist, Heart Failure Specialist Section Chief of Heart Failure, Cardiac Transplantation, and Mechanical Circulatory Support https://stanfordhealthcare.org/doctors/t/jeffrey-teuteberg.html   Eldrin F. Lewis, MD, MPH  Cardiologist, Heart Failure Specialist  Division Chief of Cardiovascular Medicine https://stanfordhealthcare.org/doctors/l/eldrin-lewis.html   Aruna Subramanian, MD Infectious Disease Doctor Clinical Professor, Medicine - Infectious Diseases https://stanfordhealthcare.org/doctors/s/aruna-subramanian.html   Heart Transplant Program https://stanfordhealthcare.org/medical-clinics/heart-transplant-program.html  Advanced Heart Failure Clinic https://stanfordhealthcare.org/medical-clinics/advanced-heart-failure-clinic.html   Patient & Family Advisory Council: Heart Transplant https://stanfordhealthcare.org/for-patients-visitors/patient-advisory-councils/heart-transplant-pac.html",True,True,3381.0,186,122,1361,25,0,191000,1170,"Neutral",8
"8C-exOYRY4Q","Darrin Willingham, M.D., a transplant surgeon at Mayo Clinic in Florida, shares information about liver transplantation - how one becomes eligible for a transplant and gets on the transplant waiting list; how one's location on the list is determined - from a MELD score - and what the process is for accepting an organ. Learn more about organ donation and transplantation at mayoclinic.org",True,True,117.0,60,43,8305,23,0,1220000,11882,"Neutral",2
"8C61LbegC3E","Nebraska Medical Center transplant patients and their families share how dramatically their lives have been altered by those who have chosen to give the gift of life. For more information about transplants at The Nebraska Medical Center, call 1-800-922-0000 or visit http://www.NebraskaMed.com/transplant",True,True,298.0,42,37,2909,10,2,53500,1701,"Neutral",2
"8EP_4kEaoPE","After nearly 30 years of living with a kidney transplant, Rick has come away with a very important life lesson: Don’t take anything for granted.   During his freshman year at The Ohio State University in 1977, Rick was diagnosed with Glomerulonephritis, which results in damage to the part of the kidney that filters waste and fluids from the blood.   Rick had to go on dialysis to remove the impurities from his blood. He was disheartened at the time; as a freshman in college, he wanted to be out experiencing Ohio State with his friends.  Nine months later, Rick received a kidney from his youngest brother, Monty, at The Ohio State University Wexner Medical Center. The transplant was unsuccessful, requiring Rick to return to dialysis, this time for six years. He says he felt like “a deflating balloon.”   Rick received a second kidney successfully from his oldest brother, John, in 1983, and has been living with that kidney ever since.   To learn more about Ohio State's Comprehensive Transplant Center, visit https://wexnermedical.osu.edu/transplant.  Visit The Ohio State University Wexner Medical Center: https://wexnermedical.osu.edu/   Subscribe to our YouTube channel: https://www.youtube.com/user/osumedicalcenter   Like us on Facebook: http://www.facebook.com/OSUWexnerMedicalCenter/   Follow us on Twitter: http://www.twitter.com/osuwexmed   Follow us on Instagram: http://www.instagram.com/osuwexmed   Connect with us on LinkedIn: https://www.linkedin.com/company/the-ohio-state-university-wexner-medical-center",True,True,248.0,206,123,63015,601,74,135000,2612,"Negative",10
"8JCO70bph6s","The MedStar Georgetown Transplant Institute is one of the leading transplant centers in the United States in terms of volumes and outcomes. In terms of liver transplantation, we are one of the largest in the region. Learn about the liver transplantation process and how to become a living liver donor.",True,True,377.0,50,35,34133,315,48,10700,653,"Neutral",3
"8Loq9oE72TY","Transplant nurse Caili Guzman walks you through what you need to know about caring for stents and drains post-transplant. Some patients will leave with a Jackson-Pratt drain and others will have an internal or external biliary stent.  Learn more about UCHealth Transplant Services here:   uchealth.org/transplant   UCHEALTH ACROSS THE WEB:  UCHealth.org: https://bit.ly/UCHealthWeb   YouTube: https://bit.ly/UCHealthYouTube Facebook: https://bit.ly/UCHealthFB   Twitter: https://bit.ly/UCHealthTwitter   Pinterest: https://bit.ly/UCHealthPin   Instagram: https://bit.ly/UCHealthIG  Google News: https://bit.ly/UCHealthGNP",True,True,96.0,64,59,1094,7,0,45400,902,"Neutral",3
"8NZ8bqBIXCg","The U.S. reached 1 million organ transplants in 2022; how do we get to the next million? Dr. Daniel Maluf discusses new initiatives to provide more transplants while improving patient health after transplant.   To learn more about transplants:  https://www.umm.edu/transplant",True,True,542.0,39,34,378,4,0,42900,959,"Neutral",3
"8NzEjR2nUag","Be part of the solution. Liver disease affects millions, yet remains underdiagnosed and undertreated. Through the Project ECHO Liver Health Program, you can:   Expand your expertise in diagnosing and managing MASLD/MASH  Connect with leading hepatologists and a nationwide network of peers  Empower your practice with evidence-based tools and case-based learning  Transform patient outcomes in your community  Don’t wait—join the ECHO sessions and become a champion for liver health. Register now and help build a healthier future, one liver at a time.  On this video, we are joined by our presenters: Anita Krishnarao, MD, MPH UMass Medical Center, Associate Program Director, GI Fellowship  Adam Buckholz, MD, MS Assistant Professor of Gastroenterology and Hepatology at New York Presbyterian Hospital/Weill Cornell Medical College  To learn more about ALF's Think Liver Think Life program, please visit our website at https://thinkliverthinklife.org/  For more information about the American Liver Foundation, visit https://liverfoundation.org/.   To join our mail list visit https://liver.news/llwmail. If you've liked what you've seen on this video, then please consider clicking the red ""Subscribe"" button to be notified when new videos from the American Liver Foundation are posted. Click ""Like"" and ""Share"" this with your friends. Leave a comment below.  The nomenclature for nonalcoholic fatty liver disease (NAFLD) has recently changed to metabolic dysfunction associated steatotic liver disease (MASLD). Nonalcoholic steatohepatitis (NASH) has been renamed to metabolic dysfunction associated steatohepatitis (MASH). Fatty liver disease is now called steatotic liver disease.   Thank you.",True,True,3863.0,237,167,410,15,0,15400,480,"Neutral",13
